unit_name,unit_code,state,region,unit_type,created_by,date_est,POINT-X,POINT-Y,EXTENT_MIN_X,EXTENT_MIN_Y,EXTENT_MAX_X,EXTENT_MAX_Y,description,metadata,filename,image,caption
Little Rock Central High School National Historic Site,CHSC,AR,MW,National Historic Site,Lands,1998-11-06T00:00:00Z,-92.299899,34.736959,-92.30263898,34.73539587,-92.29702519,34.73872775,"Little Rock Central High School is recognized for the role it played in the desegregation of public schools in the United States. The nine African-American students' persistence in attending the formerly all-white Central High School was the most prominent national example of the implementation of the May 17, 1954 Supreme Court decision Brown v. Board of Education.",https://www.nps.gov/chsc/,93B233D7-1DD8-B71B-0BCA8441DC2E33C7.JPG,https://www.nps.gov/common/uploads/banner_image/mwr/93B233D7-1DD8-B71B-0BCA8441DC2E33C7.JPG,Central Fascade
Minuteman Missile National Historic Site,MIMI,SD,MW,National Historic Site,Lands,1999-11-29T00:00:00Z,-101.900433,43.844577,-102.1603293,43.84274229,-101.8951408,43.93223235,"During the Cold War, a vast arsenal of nuclear missiles were placed in the Great Plains. Hidden in plain sight, for thirty years 1,000 missiles were kept on constant alert; hundreds remain today. The Minuteman Missile remains an iconic weapon in the American nuclear arsenal. It holds the power to destroy civilization, but is meant as a nuclear deterrent to maintain peace and prevent war.",https://www.nps.gov/mimi/,21003C9A-1DD8-B71B-0B34260A2E096785.JPG,https://www.nps.gov/common/uploads/banner_image/mwr/21003C9A-1DD8-B71B-0B34260A2E096785.JPG,Nighttime view of the Delta-09 Missile Silo
First Ladies National Historic Site,FILA,OH,MW,National Historic Site,Lands,2000-10-11T00:00:00Z,-81.375933,40.796622,-81.37631386,40.79645725,-81.37520914,40.7977091,"Two properties, the home of First Lady Ida Saxton McKinley and the seven story 1895 City Bank Building, are preserved at this site, which honors the lives and accomplishment of our nation's First Ladies. The site is managed by the National Park Service and operated by the National First Ladies Library.",https://www.nps.gov/fila/,FBCC275D-1DD8-B71B-0B5E9C26F3DD2617.JPG,https://www.nps.gov/common/uploads/banner_image/mwr/FBCC275D-1DD8-B71B-0B5E9C26F3DD2617.JPG,The home of First Lady Ida Saxton Mckinley is one of two properties that make up this site.
Minidoka National Historic Site,MIIN,WA,PW,National Historic Site,Lands,2001-09-19T00:00:00Z,-114.244929,42.680685,-122.5104114,42.67578037,-114.2350307,47.61633533,"The Pearl Harbor attack intensified existing hostility towards Japanese Americans. As wartime hysteria mounted, President Roosevelt signed Executive Order 9066 forcing over 120,000 West Coast persons of Japanese ancestry (Nikkei) to leave their homes, jobs, and lives behind and move to one of ten Relocation Centers. This single largest forced relocation in U.S. history is Minidoka's story.",https://www.nps.gov/miin/,377998BF-1DD8-B71B-0B574E97954E5B19.jpg,https://www.nps.gov/common/uploads/banner_image/pwr/377998BF-1DD8-B71B-0B574E97954E5B19.jpg,A view from Minidoka looking out eastward.
Carter G. Woodson National Historic Site,CAWO,MD,NC,National Historic Site,Lands,2006-02-27T00:00:00Z,-77.024309,38.910885,-77.02453747,38.91078739,-77.0241157,38.91100258,"Before Dr. Carter G. Woodson, there was very little accurate written history about the lives and experiences of Americans of African descent. Today a National Historic Site, Dr. Woodson’s home served as the headquarters for the Association for the Study of African American Life and History. Dr. Woodson established Negro History Week here in 1926, which we celebrate today as Black History Month.",https://www.nps.gov/cawo/,95B1AA40-1DD8-B71B-0BE3D0DC1FD49689.jpg,https://www.nps.gov/common/uploads/banner_image/ncr/95B1AA40-1DD8-B71B-0BE3D0DC1FD49689.jpg,Dr. Carter G. Woodson in his library at his office-home.
Sand Creek Massacre National Historic Site,SAND,CO,IM,National Historic Site,Lands,2007-04-27T00:00:00Z,-102.516951,38.564134,-102.5657795,38.52684906,-102.4727795,38.59918649,"The Sand Creek Massacre: profound, symbolic, spiritual, controversial, a site unlike any other in America. As 675 cavalrymen came around a prairie bend, the camps of Chiefs Black Kettle, White Antelope, and Left Hand lay in the valley before them. Chaotic, horrific, tumultuous, and bloody, the events of November 29, 1864 changed the course of history.",https://www.nps.gov/sand/,F6896CC6-1DD8-B71B-0B8FC5B3794BD9C6.JPG,https://www.nps.gov/common/uploads/banner_image/imr/F6896CC6-1DD8-B71B-0B8FC5B3794BD9C6.JPG,A light snow blankets the Sand Creek Valley.
President William Jefferson Clinton Birthplace Home National Historic Site,WICL,AR,MW,National Historic Site,Lands,2010-12-14T00:00:00Z,-93.596413,33.667618,-93.59678841,33.66717826,-93.59603547,33.66787299,"On August 19, 1946, Virginia Blythe gave birth to her son, William Jefferson Blythe, III. Named for his father who died before he was born, he grew up to become William Jefferson Clinton - the 42nd president of the United States. In this house, he learned many of the early lessons that defined his life and his presidency.",https://www.nps.gov/wicl/,FAEE9BF9-1DD8-B71B-0B4133316056EF3F.jpg,https://www.nps.gov/common/uploads/banner_image/mwr/FAEE9BF9-1DD8-B71B-0B4133316056EF3F.jpg,
Selma to Montgomery National Historic Trail,SEMO,AL,,National Historic Trail,,1996-11-12T08:43:06Z,-86.725,32.27,,,,,"On August 6, 1965, President Lyndon Johnson signed, the Voting Rights Act of 1965, which extended equal voting rights for African-Americans. As both White and Black non-violent supporters led by Dr. Martin Luther King Jr. fought for the right to vote in Central Alabama, today, you can trace their march toward freedom on the 54-mile trail and connect with their stories at the Interpretive Centers.",https://www.nps.gov/semo,5D7FA4ED-1DD8-B71B-0BCCCDE07617ECFB.jpg,https://www.nps.gov/common/uploads/banner_image/akr/5D7FA4ED-1DD8-B71B-0BCCCDE07617ECFB.jpg,Come March Along The Selma to Montgomery National Historic Trail
Jean Lafitte National Historical Park and Preserve,JELA,LA,SE,National Historical Park,Lands,1907-03-04T00:00:00Z,-90.14721,29.819161,-92.41746951,29.74109897,-89.9149079,30.49338358,"In Jean Lafitte's day, silver and gold filled a pirate's treasure chest, but today's treasures are people, places, and memories. Discover New Orleans’ rich cultural mix. Learn Cajun traditions from people who live them. Watch an alligator bask on a bayou’s bank. Walk in the footsteps of the men who fought at 1815’s Battle of New Orleans. Follow the link to discover the treasure of Jean Lafitte.",https://www.nps.gov/jela/,C2636D62-1DD8-B71B-0B9D77BBDB61C9B6.jpg,https://www.nps.gov/common/uploads/banner_image/akr/C2636D62-1DD8-B71B-0B9D77BBDB61C9B6.jpg,Swamp scene with Spanish moss hanging from trees and dwarf palmetto leaves
Chaco Culture National Historical Park,CHCU,NM,IM,National Historical Park,Lands,1907-03-11T00:00:00Z,-107.948153,36.044922,-108.151922,35.6672908,-107.6746125,36.0892405,"Today the massive buildings of the ancestral Pueblo peoples still testify to the organizational and engineering abilities not seen anywhere else in the American Southwest. For a deeper contact with the canyon that was central to thousands of people between 850 and 1250 A.D., come and explore Chaco through guided tours, hiking & biking trails, evening campfire talks, and night sky programs.",https://www.nps.gov/chcu/,C84CFB22-1DD8-B71B-0B334FBB219C0502.JPG,https://www.nps.gov/common/uploads/banner_image/imr/C84CFB22-1DD8-B71B-0B334FBB219C0502.JPG,Kin Bineola by Joe Kennedy
Tumacacori National Historical Park,TUMA,AZ,IM,National Historical Park,Lands,1908-09-15T00:00:00Z,-111.047764,31.57283,-111.0515359,31.40679195,-110.9004635,31.58264857,"Tumacácori sits at a cultural crossroads in the Santa Cruz River valley. Here O’odham, Yaqui, and Apache people met and mingled with European Jesuit and Franciscan missionaries, settlers, and soldiers, sometimes in conflict and sometimes in cooperation. Follow the timeworn paths and discover stories that connect us to enduring relationships, vibrant cultures, and traditions of long ago.",https://www.nps.gov/tuma/,926DAAED-1DD8-B71B-0B6B737BF95B9C82.JPG,https://www.nps.gov/common/uploads/banner_image/imr/926DAAED-1DD8-B71B-0B6B737BF95B9C82.JPG,"wide panorama with green grass, paths, clouds, and church"
Sitka National Historical Park,SITK,AK,AK,National Historical Park,Lands,1910-03-23T00:00:00Z,-135.315532,57.047139,-135.3318697,57.04320212,-135.3082049,57.05266471,"On an island amid towering spruce and hemlock, Sitka National Historical Park preserves the site of a battle between invading Russian traders and indigenous Kiks.ádi Tlingit. Park visitors are awed by Tlingit and Haida totem poles standing along the park’s scenic coastal trail, and the restored Russian Bishop’s House speaks of Russia’s little known colonial legacy in North America.",https://www.nps.gov/sitk/,917C6FB1-1DD8-B71B-0B2C7338B9D25EAF.jpg,https://www.nps.gov/common/uploads/banner_image/akr/917C6FB1-1DD8-B71B-0B2C7338B9D25EAF.jpg,Centennial Pole stands above the high tide line overlooking tidal flats of Sitka Sound.
Abraham Lincoln Birthplace National Historical Park,ABLI,KY,SE,National Historical Park,Lands,1916-07-17T00:00:00Z,-85.644421,37.611976,-85.74077372,37.52930594,-85.63549597,37.61832936,"For over a century people from around the world have come to rural Central Kentucky to honor the humble beginnings of our 16th president, Abraham Lincoln. His early life on Kentucky's frontier shaped his character and prepared him to lead the nation through Civil War. The country's first memorial to Lincoln, built with donations from young and old, enshrines the symbolic birthplace cabin.",https://www.nps.gov/abli/,0DAD3EC6-1DD8-B71B-0B5F2F6530C493A0.jpg,https://www.nps.gov/common/uploads/banner_image/akr/0DAD3EC6-1DD8-B71B-0B5F2F6530C493A0.jpg,
Hopewell Culture National Historical Park,HOCU,OH,MW,National Historical Park,Lands,1923-03-02T00:00:00Z,-83.135195,39.279394,-83.22851874,39.23016865,-82.91285854,39.39019284,"Earthen mounds and embankments forming huge geometric enclosures grace the landscape of the Ohio River Valley. These monumental structures were built by Native American hands almost 2,000 years ago. Hopewellian people gathered at these earthworks for feasts, funerals and rites of passage. Come learn about these sacred spaces and reflect upon the lives of these American Indians.",https://www.nps.gov/hocu/,D1ADFEB2-1DD8-B71B-0B71AD4922F35D27.jpg,https://www.nps.gov/common/uploads/banner_image/mwr/D1ADFEB2-1DD8-B71B-0B71AD4922F35D27.jpg,Grass-covered Indian mounds under a partly cloudy sky
Appomattox Court House National Historical Park,APCO,VA,NE,National Historical Park,Lands,1930-06-18T00:00:00Z,-78.800894,37.382748,-78.82390821,37.36716293,-78.75957674,37.41742242,"On April 9, 1865, the surrender of the Army of Northern Virginia in the McLean House in the village of Appomattox Court House, Virginia signaled the end of the nation's largest war. Two important questions about its future were answered. Could the nation survive a civil war intact, and would that nation exist without slavery? The answer to both was yes and a new nation was born.",https://www.nps.gov/apco/,54B9D04A-1DD8-B71B-0BFF835B24B4E885.jpg,https://www.nps.gov/common/uploads/banner_image/ner/54B9D04A-1DD8-B71B-0BFF835B24B4E885.jpg,View of the village of Appomattox Court House from the west
Colonial National Historical Park,COLO,VA,NE,National Historical Park,Legacy,1930-12-30T00:00:00Z,-76.634221,37.288089,-76.83526202,37.19052767,-76.48220085,37.29938461,"On May 13, 1607, Jamestown was established as the first permanent English settlement in North America. Three cultures came together – European, Virginia Indian and African–to create a new society that would eventually seek independence from Great Britain. On October 19, 1781, American and French troops defeated the British at Yorktown in the last major battle of the American Revolutionary War.",https://www.nps.gov/colo/,213D95B3-1DD8-B71B-0B95FC0EEE0E0249.jpg,https://www.nps.gov/common/uploads/banner_image/ner/213D95B3-1DD8-B71B-0B95FC0EEE0E0249.jpg,Sunset at the John Smith Monument
Morristown National Historical Park,MORR,NJ,NE,National Historical Park,Lands,1933-03-02T00:00:00Z,-74.537494,40.767804,-74.56567605,40.7396606,-74.46572164,40.7986286,"Morristown National Historical Park commemorates the sites of General Washington and the Continental army’s winter encampment of December 1779 to June 1780, where they survived through what would be the coldest winter on record. The park also maintains a museum & library collection related to the encampments & George Washington, as well as items relating to pre- and post-Revolutionary America.",https://www.nps.gov/morr/,B351C287-1DD8-B71B-0BC3C1D879833B58.jpg,https://www.nps.gov/common/uploads/banner_image/ner/B351C287-1DD8-B71B-0BC3C1D879833B58.jpg,Washington's Headquarters Museum
Saratoga National Historical Park,SARA,NY,NE,National Historical Park,Lands,1938-06-01T00:00:00Z,-73.632674,42.994391,-73.65920076,42.97336163,-73.57664623,43.0990079,"Here in the autumn of 1777, American forces met, defeated and forced a major British army to surrender. This crucial American victory in the Battle of Saratoga renewed patriots’ hopes for independence, secured essential foreign recognition and support, and forever changed the face of the world.",https://www.nps.gov/sara/,FD3FF6F7-1DD8-B71B-0B2126BB2F1EA557.jpg,https://www.nps.gov/common/uploads/banner_image/ner/FD3FF6F7-1DD8-B71B-0B2126BB2F1EA557.jpg,"A small red farmhouse sits amid a red cannon and a few trees on top of a green, grassy ridge."
Cumberland Gap National Historical Park,CUGA,KY,SE,National Historical Park,Lands,1940-06-11T00:00:00Z,-83.606357,36.631264,-83.78819088,36.54817338,-83.42452225,36.68921232,"At Cumberland Gap, the first great gateway to the west, follow the buffalo, the Native American, the longhunter, the pioneer... all traveled this route through the mountains into the wilderness of Kentucky. Modern day explorers and travelers stand in awe at this great gateway and the many miles of trails and scenic features found in the park.",https://www.nps.gov/cuga/,5A90AFED-1DD8-B71B-0B95B4E20E219D40.jpg,https://www.nps.gov/common/uploads/banner_image/akr/5A90AFED-1DD8-B71B-0B95B4E20E219D40.jpg,Pioneers Creek Crossing
Harpers Ferry National Historical Park,HAFE,WV,NC,National Historical Park,Lands,1944-06-30T00:00:00Z,-77.741955,39.312862,-77.79280588,39.27739869,-77.66859452,39.3461651,"A visit to this quaint, historic community, at the confluence of the Potomac and Shenandoah rivers, is like stepping into the past. Stroll the picturesque streets, visit exhibits and museums, or hike our trails and battlefields. Spend a day or a weekend. We have something for everyone, so come and discover Harpers Ferry!",https://www.nps.gov/hafe/,EE30EA9A-1DD8-B71B-0B933DB1DD9CA0D4.jpg,https://www.nps.gov/common/uploads/banner_image/ncr/EE30EA9A-1DD8-B71B-0B933DB1DD9CA0D4.jpg,View of Harpers Ferry from the Maryland Heights overlook
Adams National Historical Park,ADAM,MA,NE,National Historical Park,Lands,1946-12-09T00:00:00Z,-71.012549,42.256594,-71.01568887,42.2389082,-71.0025682,42.25733285,"From the sweet little farm at the foot of Penn’s Hill to the gentleman’s country estate at Peace field, Adams National Historical Park is the story of “heroes, statesman, philosophers … and learned women” whose ideas and actions helped to transform thirteen disparate colonies into one united nation.",https://www.nps.gov/adam/,47EF7B2D-1DD8-B71B-0BF5180B41C4815F.jpg,https://www.nps.gov/common/uploads/banner_image/ner/47EF7B2D-1DD8-B71B-0BF5180B41C4815F.jpg,Piece field before the additions
Independence National Historical Park,INDE,PA,NE,National Historical Park,Legacy,1948-06-28T00:00:00Z,-75.146925,39.945374,-75.15120143,39.94415365,-75.14264899,39.9527486,Independence Hall echoes these words. Nearby the old cracked Bell proclaims liberty. The spirit of Franklin is alive in his adopted city. Become part of America's journey in discovering its past.,https://www.nps.gov/inde/,2D221EF6-1DD8-B71B-0BE5FE36461F4878.jpg,https://www.nps.gov/common/uploads/banner_image/ner/2D221EF6-1DD8-B71B-0BE5FE36461F4878.jpg,Independence Square with Independence Hall in the distance.
Pu'uhonua o Honaunau National Historical Park,PUHO,HI,PW,National Historical Park,Lands,1955-07-26T00:00:00Z,-155.899678,19.409031,-155.9144322,19.40531442,-155.8833402,19.42528273,"Imagine you had just broken the sacred laws, the kapu, and the only punishment was death. Your only chance of survival is to elude your pursuers and reach the Pu'uhonua, a place of refuge. The Pu'uhonua protected the kapu breaker, defeated warriors, as well as civilians during the time of battle. No physical harm could come to those who reached the boundaries of the Pu'uhonua.",https://www.nps.gov/puho/,31CDACB1-1DD8-B71B-0BB78BC7A49B88C7.jpg,https://www.nps.gov/common/uploads/banner_image/pwr/31CDACB1-1DD8-B71B-0BB78BC7A49B88C7.jpg,Ceremonial canoe in front of temple.
Edison National Historical Park,EDIS,NJ,NE,National Historical Park,Lands,1955-12-06T00:00:00Z,-74.239821,40.785971,-74.24170043,40.78332535,-74.23239621,40.78740528,"Thomas Edison’s home and laboratory are a step back in time, when machines were run by belts and pulleys and music was played on phonographs. Where to the passerby, the buildings betray little evidence of the industries they once started. Discover where America’s greatest inventor changed our world forever.",https://www.nps.gov/edis/,BCB1F2AD-1DD8-B71B-0BBF11F6A6FA64D5.jpg,https://www.nps.gov/common/uploads/banner_image/ner/BCB1F2AD-1DD8-B71B-0BBF11F6A6FA64D5.jpg,Large machine shop with belts and pulleys.
Lewis and Clark National Historical Park,LEWI,WA,PW,National Historical Park,Legacy,1958-05-29T00:00:00Z,-124.067632,46.286183,-124.082759,45.98428696,-123.8532867,46.30248783,Explore the timeless rainforests and majestic coastal vistas. Discover the rich heritage of the Native people. Unfold the dramatic stories of America's most famous explorers. The park encompasses sites along the Columbia River and the Pacific Coast. Follow in the footsteps of the explorers and have an adventure in history.,https://www.nps.gov/lewi/,0542A813-1DD8-B71B-0BE9A4D62EA8FFE3.jpg,https://www.nps.gov/common/uploads/banner_image/pwr/0542A813-1DD8-B71B-0BE9A4D62EA8FFE3.jpg,Fort Clatsop view from the spring gate in early morning sunlight
Minute Man National Historical Park,MIMA,MA,NE,National Historical Park,Lands,1959-04-14T00:00:00Z,-71.296047,42.4534,-71.38341266,42.44554684,-71.2561152,42.47500465,"At Minute Man National Historical Park the opening battle of the Revolution is brought to life as visitors explore the battlefields and structures associated with April 19, 1775, and witness the American revolutionary spirit through the writings of the Concord authors.",https://www.nps.gov/mima/,542D2E80-1DD8-B71B-0B8CAE8C7851141C.jpg,https://www.nps.gov/common/uploads/banner_image/ner/542D2E80-1DD8-B71B-0B8CAE8C7851141C.jpg,Minute Men of '75
Nez Perce National Historical Park,NEPE,WA,PW,National Historical Park,Legacy,1965-05-15T00:00:00Z,-116.278022,45.794279,-117.5350444,45.33532441,-109.2059557,48.38375284,"Established in 1965 to tell the story of the Nez Perce (Nimiipuu) people. Spread out over four states, following the route of the 1877 conflict, this park offers something for everyone. The history and culture of the Nez Perce surrounds the park. Discover how the Nimiipuu adapted and today thrive continuing to preserve their culture.",https://www.nps.gov/nepe/,003B7282-1DD8-B71B-0B9ADA11987ABECE.JPG,https://www.nps.gov/common/uploads/banner_image/pwr/003B7282-1DD8-B71B-0B9ADA11987ABECE.JPG,Buffalo Eddy on the Snake River in Hells Canyon
Pecos National Historical Park,PECO,NM,IM,National Historical Park,Lands,1965-06-28T00:00:00Z,-105.690831,35.549785,-105.8311964,35.51383284,-105.6430234,35.57968761,"In the midst of piñon, juniper, and ponderosa pine woodlands in the Sangre de Cristo Mountains not far from Santa Fe, the remains of Indian pueblos stand as meaningful reminders of people who once prevailed here. Now a national historical park demonstrates to modern visitors the cultural exchange and geographic facets central to the rich history of the Pecos Valley.",https://www.nps.gov/peco/,F10A3ABA-1DD8-B71B-0BDE19F7DE6E307A.jpg,https://www.nps.gov/common/uploads/banner_image/imr/F10A3ABA-1DD8-B71B-0BDE19F7DE6E307A.jpg,"winter view Pecos mission, clouds in distance"
George Rogers Clark National Historical Park,GERO,IN,MW,National Historical Park,Lands,1966-07-23T00:00:00Z,-87.537008,38.678402,-87.53855872,38.67725608,-87.5323546,38.68112443,"The British flag would not be raised above Fort Sackville Feb. 25, 1779. At 10 a.m., the garrison surrendered to American Colonel George Rogers Clark. His American army, aided by French residents of the Illinois country, had marched through freezing floodwaters to gain this victory. The fort’s capture assured United States claims to the frontier, an area nearly as large as the original 13 states.",https://www.nps.gov/gero/,F97ABA53-1DD8-B71B-0B32814D72BD18F5.JPG,https://www.nps.gov/common/uploads/banner_image/mwr/F97ABA53-1DD8-B71B-0B32814D72BD18F5.JPG,
San Juan Island National Historical Park,SAJH,WA,PW,National Historical Park,Legacy,1966-09-09T00:00:00Z,-123.006469,48.461909,-123.157509,48.45343809,-122.9740314,48.5979235,"San Juan Island is well known for splendid vistas, saltwater shore, quiet woodlands, orca whales and one of the last remaining native prairies in the Puget Sound/Northern Straits region. But it was also here in 1859 that the United States and Great Britain nearly went to war over possession of the island, the crisis ignited by the death of a pig.",https://www.nps.gov/sajh/,2D564056-1DD8-B71B-0B5901B1B2C40426.jpg,https://www.nps.gov/common/uploads/banner_image/pwr/2D564056-1DD8-B71B-0B5901B1B2C40426.jpg,Panorama view of islands and the sound.
Lyndon B. Johnson National Historical Park,LYJO,TX,IM,National Historical Park,Lands,1969-12-02T00:00:00Z,-98.621661,30.250324,-98.64492992,30.23525555,-98.40917705,30.27664025,"Lyndon B. Johnson National Historical Park tells the story of our 36th President beginning with his ancestors until his final resting place on his beloved LBJ Ranch. This entire ""circle of life"" gives the visitor a unique perspective into one of America's most noteworthy citizens by providing the most complete picture of any American president.",https://www.nps.gov/lyjo/,65C48460-1DD8-B71B-0BD66994AF9442B8.jpg,https://www.nps.gov/common/uploads/banner_image/imr/65C48460-1DD8-B71B-0BD66994AF9442B8.jpg,The Texas White House
Chesapeake and Ohio Canal National Historical Park,CHOH,DC,NC,National Historical Park,Legacy,1971-01-08T00:00:00Z,-77.944842,39.599652,-78.77487996,38.56899842,-77.00608403,39.69850959,"Preserving America's early transportation history, the C&O Canal began as a dream of passage to Western wealth. Operating for nearly 100 years the canal was a lifeline for communities along the Potomac River as coal, lumber and agricultural products floated down the waterway to market. Today it endures as a pathway for discovering historical, natural and recreational treasures!",https://www.nps.gov/choh/,8D95E6C9-1DD8-B71B-0B442CF632850423.jpg,https://www.nps.gov/common/uploads/banner_image/ncr/8D95E6C9-1DD8-B71B-0B442CF632850423.jpg,Bike patroller riding the towpath surrounded by spring wildflowers.
Boston National Historical Park,BOST,MA,NE,National Historical Park,Lands,1974-10-01T00:00:00Z,-71.055744,42.373383,-71.06198727,42.33215899,-71.04526602,42.3781257,"Discover how one city could be the Cradle of Liberty, site of the first major battle of American Revolution, and home to many who espoused that freedom can be extended to all.",https://www.nps.gov/bost/,E939D8DD-1DD8-B71B-0B7A5CDD6ECA343F.JPG,https://www.nps.gov/common/uploads/banner_image/ner/E939D8DD-1DD8-B71B-0B7A5CDD6ECA343F.JPG,
Klondike Gold Rush National Historical Park,KLGO,AK,AK,National Historical Park,Lands,1976-06-30T00:00:00Z,-135.292637,59.631587,-135.3643263,47.59928973,-122.331761,59.70586631,"“Gold!” is what the headlines read in 1897, starting the Klondike Gold Rush. Thousands, hoping to ease the woes of economic depression, sold farms, dropped businesses and boarded ships to follow their dreams north. Today, the park commemorates the bravery of the stampeders who ventured north by protecting the trails, historic boomtowns and buildings of the Klondike Gold Rush era.",https://www.nps.gov/klgo/,59DE3BD7-1DD8-B71B-0BD6CEB34536ADFC.jpg,https://www.nps.gov/common/uploads/banner_image/akr/59DE3BD7-1DD8-B71B-0BD6CEB34536ADFC.jpg,Dirt street lined with buildings
Klondike Gold Rush – Seattle Unit National Historical Park,KLSE,WA,PW,National Historical Park,,1976-06-30T08:43:06Z,-122.332,47.6,,,,,"The Seattle unit of the Klondike Gold Rush National Historical Park preserves the story of the stampede to the Yukon gold fields and Seattle's crucial role in this event. The headlines of a Seattle newspaper on July 17, 1897, Gold! Gold! Gold! Gold! ignited dreams of easy riches in the minds of thousands as word of a rich gold strike in northwestern Canada. A dream that would prove all but dream.",https://www.nps.gov/klse,5B2C89DA-1DD8-B71B-0BCF300FBAF8BCA8.jpg,https://www.nps.gov/common/uploads/banner_image/pwr/5B2C89DA-1DD8-B71B-0BCF300FBAF8BCA8.jpg,Artist rendition Pioneer Square circa 1898
Valley Forge National Historical Park,VAFO,PA,NE,National Historical Park,Lands,1976-07-04T00:00:00Z,-75.445741,40.100612,-75.47287294,40.07933481,-75.4163747,40.12164318,Valley Forge was the site of the 1777-78 winter encampment of the Continental Army. The park commemorates the sacrifices and perseverance of the Revolutionary War generation and honors the ability of citizens to pull together and overcome adversity during extraordinary times!,https://www.nps.gov/vafo/,6F5E15F2-1DD8-B71B-0B77D377751DC720.jpg,https://www.nps.gov/common/uploads/banner_image/ner/6F5E15F2-1DD8-B71B-0B77D377751DC720.jpg,A large concrete roman style arch under deep blue skies.
Lowell National Historical Park,LOWE,MA,NE,National Historical Park,Legacy,1978-06-05T00:00:00Z,-71.330943,42.646466,-71.3596834,42.63623547,-71.29885228,42.65411837,"Discover the continuing revolution. Lowell’s water-powered textile mills catapulted the nation – including immigrant families and early female factory workers – into an uncertain new industrial era. Nearly 200 years later, the changes that began here still reverberate in our shifting global economy. Explore Lowell, a living monument to the dynamic human story of the Industrial Revolution.",https://www.nps.gov/lowe/,21528081-1DD8-B71B-0B44E002F90CF58B.jpg,https://www.nps.gov/common/uploads/banner_image/ner/21528081-1DD8-B71B-0B44E002F90CF58B.jpg,Weave Room at the Boott Cotton Mills Museum
War in the Pacific National Historical Park,WAPA,GU,PW,National Historical Park,Lands,1978-08-15T00:00:00Z,144.653989,13.390457,144.6448976,13.37659771,144.7350697,13.48172573,"War in the Pacific National Historical Park was established to commemorate the bravery, courage, and sacrifice of those participating in the campaigns of the Pacific Theater of World War II. At War in the Pacific National Historical Park, the former battlefields, gun emplacements, trenches, and historic structures all serve as silent reminders of the bloody World War II battles.",https://www.nps.gov/wapa/,B0AA49E4-1DD8-B71B-0B5FCB6FC7D02329.jpg,https://www.nps.gov/common/uploads/banner_image/pwr/B0AA49E4-1DD8-B71B-0B5FCB6FC7D02329.jpg,Sunset at Apaca Point beach.
San Antonio Missions National Historical Park,SAAN,TX,IM,National Historical Park,Legacy,1978-11-10T00:00:00Z,-98.45425,29.332329,-98.49609669,29.0912384,-98.16007785,29.39252086,"After 10,000 years, the people of South Texas found their cultures, their very lives under attack. In the early 1700s Apache raided from the north, deadly diseases traveled from Mexico, and drought lingered. Survival lay in the missions. By entering a mission, they foreswore their traditional life to become Spanish, accepting a new religion and pledging fealty to a distant and unseen king.",https://www.nps.gov/saan/,3007D8AE-1DD8-B71B-0B7EEB1A2EE51E65.jpg,https://www.nps.gov/common/uploads/banner_image/imr/3007D8AE-1DD8-B71B-0B7EEB1A2EE51E65.jpg,Sunset over Mission San Josí_Œ©
Kaloko-Honokohau National Historical Park,KAHO,HI,PW,National Historical Park,Lands,1978-11-10T00:00:00Z,-156.03072,19.680825,-156.0459253,19.66506787,-156.0166291,19.69389106,"To survive in a hot and arid environment the native Hawaiians (kanaka maoli) used ancient fishing skills, including the building of fishponds, and the knowledge of the location of precious fresh water (wai) that flows into the many brackish pools throughout the park. The spirit of the people (poe) and the knowledge of the elders (kupuna) created a tradition of respect and reverence for this area.",https://www.nps.gov/kaho/,36574D7C-1DD8-B71B-0B0CE83CA000BD6D.JPG,https://www.nps.gov/common/uploads/banner_image/pwr/36574D7C-1DD8-B71B-0B0CE83CA000BD6D.JPG,View of Kaloko Fishpond from the north with the volcano Hualalai in the background.
Palo Alto Battlefield National Historical Park,PAAL,TX,IM,National Historical Park,Lands,1978-11-10T00:00:00Z,-97.462722,26.024742,-97.48816909,25.93602343,-97.44471502,26.04363099,"On May 8, 1846, United States and Mexican troops clashed on the prairie of Palo Alto. The battle was the first in a two-year long war that changed the map of North America. Palo Alto Battlefield National Historical Park preserves the site of this notable battle and provides an understanding of the causes, events, and consequences of the U.S.-Mexican War.",https://www.nps.gov/paal/,848C5595-1DD8-B71B-0B6713219F9B2A0A.JPG,https://www.nps.gov/common/uploads/banner_image/imr/848C5595-1DD8-B71B-0B6713219F9B2A0A.JPG,Mexican cannon overlooking battlefield
Kalaupapa National Historical Park,KALA,HI,PW,National Historical Park,Lands,1980-12-22T00:00:00Z,-156.92465,21.154641,-157.0201113,21.126258,-156.8928293,21.2193691,"When Hansen's disease (leprosy) was introduced to the Hawaiian Islands, King Kamehameha V banished all afflicted to the isolated Kalaupapa peninsula on the north shore of Molokai. Since 1866, more than 8000 people, mostly Hawaiians, have died at Kalaupapa. Once a prison, Kalaupapa is now refuge for the few remaining residents who are now cured, but were forced to live their lives in isolation.",https://www.nps.gov/kala/,F7D22142-1DD8-B71B-0B799786B957A05B.JPG,https://www.nps.gov/common/uploads/banner_image/pwr/F7D22142-1DD8-B71B-0B799786B957A05B.JPG,Kalaupapa peninsula from topside Molokai overlook.
